Name,Review,Rating,Price,Category,Protect_factor,Mask_func,Mask_img,Purchase_link
웰킵스 리얼블랙황사방역마스크KF94-대형 50개입,685,4.9,41900,먼지차단마스크,KF94/N95,미세먼지필터@김서림방지@저자극@방한@자외선차단@일회용@접이식,https://shop-phinf.pstatic.net/20210218_63/1613616849812czLGn_JPEG/14752683627078720_775436689.jpg?type=m510,https://smartstore.naver.com/welkeeps/products/5402859365
100%국산재료 KF-94 블랙/화이트 제우스 마스크 100매 (홈쇼핑방송제품),1033,4.8,18900,먼지차단마스크,KF94/N95,미세먼지필터@김서림방지@저자극@일회용,https://shop-phinf.pstatic.net/20210108_126/1610091909035fthGt_PNG/11227797541397250_101048568.png?type=m510,https://smartstore.naver.com/mask_lab/products/5252303976
에티카 보건용 마스크 KF94 베이직 10매입 (블랙/화이트),1200,4.9,9000,먼지차단마스크,KF94/N95,미세먼지필터@김서림방지@방한@일회용@접이식,https://shop-phinf.pstatic.net/20210927_261/163273323222897fKT_JPEG/33869067060848423_1789516767.jpg?type=m510,https://smartstore.naver.com/etiqa/products/5364748118
싹퍼드림 국산 케이메딕 KF94 마스크 100매 대형 개별포장 국내생산 국산필터,1694,4.7,15900,먼지차단마스크,KF94/N95,미세먼지필터@김서림방지@저자극@방한@자외선차단@일회용@접이식,https://shop-phinf.pstatic.net/20211015_129/163427001914931wyp_PNG/35405846894732662_655254026.png?type=m510,https://smartstore.naver.com/mafarmshop/products/5210718891
[당일출고] 국내산 끌라삐엘 KF94 보건용 황사 방역 마스크 1매 대형,887,4.9,17500,먼지차단마스크,KF94/N95,미세먼지필터@일회용@접이식,https://shop-phinf.pstatic.net/20210415_69/16184609552309Y1Sk_JPEG/19596789051060341_1453186708.jpg?type=m510,https://smartstore.naver.com/necss/products/5040325337
아에르 마스크 KF94 어드밴스드 대형 중형 소형 귀안아픈 새부리형 화이트 블랙 가벼운,8855,4.8,880,먼지차단마스크,KF94/N95,김서림방지@미세먼지필터@저자극@자외선차단@방한@일회용@접이식,https://shop-phinf.pstatic.net/20211104_238/16359969354627pUzp_PNG/37132830942572711_934595539.png?type=m510,https://smartstore.naver.com/rhkqorl321/products/5291598334
마이케어 미세먼지 마스크 (30개) KF94 KF80 대형 소형 블랙 끈조절고리포함,1544,4.8,8900,먼지차단마스크,KF94/N95,미세먼지필터@김서림방지@저자극@일회용@접이식,https://shop-phinf.pstatic.net/20200723_15/1595472056429LSn1c_JPEG/32834390020153784_279516882.jpg?type=m510,https://smartstore.naver.com/heattem/products/4824368953
국산 KF94 한스웰 한마음 마스크 100개,257,4.8,16500,먼지차단마스크,KF94/N95,미세먼지필터@일회용@접이식,https://shop-phinf.pstatic.net/20210729_207/1627549819854LHEtt_JPEG/28685654686095475_343460173.jpg?type=m510,https://smartstore.naver.com/kncatdog/products/5275444580
KF94 뉴다나 온숨 소형 90매 새부리형 마스크 100% 국산원자재,388,4.9,38700,먼지차단마스크,KF94/N95,미세먼지필터@김서림방지@저자극@방한@자외선차단@일회용@접이식,https://shop-phinf.pstatic.net/20211111_245/16365930724533LjDN_JPEG/37728907277541711_660808355.jpg?type=m510,https://smartstore.naver.com/danamask/products/5389193539
에어에이드 국산 미세먼지 일회용 숨쉬기편한 귀안아픈 패션 KF94 색깔 컬러 마스크,536,4.9,350,먼지차단마스크,KF94/N95,미세먼지필터@김서림방지@저자극@자외선차단@방한@방수@일회용@접이식,https://shop-phinf.pstatic.net/20211119_123/16373018506439kKAu_JPEG/38437684262557176_944975610.jpg?type=m510,https://smartstore.naver.com/kmhomeshop/products/5944242245
미마 마스크 초소형(XS) 소형(S) KF80 1매입 10개 화이트 블랙 아기 어린이,2075,4.7,7700,유아마스크,KF80,미세먼지필터@일회용@접이식@키즈,https://shop-phinf.pstatic.net/20201027_226/1603768850946EypN7_GIF/4904634610758824_583613645.gif?type=m510,https://smartstore.naver.com/doctorselect/products/5165997288
[무료배송] 뉴네퓨어 KF94 블랙 국산 마스크 50매 식약처 일회용 끈조절 미세먼지 황사,3423,4.8,33000,먼지차단마스크,KF94/N95,미세먼지필터@김서림방지@저자극@일회용@접이식,https://shop-phinf.pstatic.net/20210623_285/1624425562510gb5gt_JPEG/25561390113600638_1388311283.jpg?type=m510,https://smartstore.naver.com/deurimishop/products/5034606641
KF94 뉴다나 온숨 대형 그레이 50매 100% 국산원자재 국내산 2D 새부리형 성인 보건용 의약외품,844,4.8,19900,먼지차단마스크,KF94/N95,미세먼지필터@김서림방지@저자극@방한@자외선차단@일회용@접이식,https://shop-phinf.pstatic.net/20210224_77/1614133145046od73Y_JPEG/15268990530353246_1833347372.jpg?type=m510,https://smartstore.naver.com/danamask/products/5414303891
국산 kf94 마스크 1매 황사 비말차단 대형 귀 안아픈 이어밴드,781,4.8,150,먼지차단마스크,KF94/N95,미세먼지필터@김서림방지@저자극@일회용@접이식,https://shop-phinf.pstatic.net/20211026_15/16352167409055l0qL_JPEG/36352629618506194_720478180.jpg?type=m510,https://smartstore.naver.com/soulfood2018/products/5562925297
건영크린텍 3단 황사마스크 KF80 소형,5,4.6,16200,유아마스크,KF80,미세먼지필터@김서림방지@저자극@일회용@접이식,https://shopping-phinf.pstatic.net/main_2704667/27046679525.20210506144137.jpg?type=f640,https://search.shopping.naver.com/catalog/27046679525?query=%EB%A7%88%EC%8A%A4%ED%81%AC&NaPm=ct%3Dkwhgyyuw%7Cci%3D759a65ecbadc6f1d8851e0b69e85c792cefce080%7Ctr%3Dslsl%7Csn%3D95694%7Chk%3Dac06841a7addb54138f6b61c23334156e2b55676
에버프레쉬 에어 KF94 마스크 새부리형 소형 50매 어린이용 키즈 마스크,877,4.8,28500,먼지차단마스크,KF94/N95,일회용@저자극@김서림방지@미세먼지필터@접이식,https://shop-phinf.pstatic.net/20210203_257/1612334151559t9j5r_JPEG/13469994223975644_1320652922.jpg?type=m510,https://smartstore.naver.com/fresh_box/products/5166128308
아이바나리 KF94 김태희 컬러 마스크 새부리형 대형 중형 소형 블랙 베이지 핑크 귀편한,185,4.7,8900,먼지차단마스크,KF94/N95,김서림방지@미세먼지필터@저자극@방한@자외선차단@방수@일회용@접이식,https://shop-phinf.pstatic.net/20210817_103/1629177804068O5e2a_JPEG/30313637755742593_394563140.jpg?type=m510,https://smartstore.naver.com/yakki/products/5770922911
에어데이즈마스크 KF94 슬림핏 새부리형 대형 중형 소형 1매 비말 일회용 귀편한귀안아픈,9313,4.8,580,먼지차단마스크,KF94/N95,김서림방지@미세먼지필터@저자극@자외선차단@방수@방한@일회용@접이식,https://shop-phinf.pstatic.net/20211018_288/16345352076953LJw1_JPEG/35671096374746255_350299663.jpg?type=m510,https://smartstore.naver.com/jeongpro/products/5244047521
에어데이즈 KF94 조정석 마스크 1매 새부리형 비말차단 황사마스크 대형 중형 소형 화이트 블랙,19553,4.7,450,먼지차단마스크,KF94/N95,미세먼지필터@김서림방지@저자극@자외선차단@일회용@접이식,https://shop-phinf.pstatic.net/20211013_90/1634103791702bfvuA_JPEG/35239619505289068_710690181.jpg?type=m510,https://smartstore.naver.com/soulfood2018/products/5161820809
국산 해오름마스크 50매 소형 대형 어린이,3595,4.8,9500,먼지차단마스크,KF-AD,미세먼지필터@일회용@접이식,https://shop-phinf.pstatic.net/20211101_294/1635753484985q5hUs_JPEG/36889312808123404_117751260.jpg?type=m510,https://smartstore.naver.com/misopojangmall/products/4953231599?n_media=11068&n_query=%EB%A7%88%EC%8A%A4%ED%81%AC&n_rank=88&n_ad_group=grp-a001-02-000000020825417&n_ad=nad-a001-02-000000130465803&n_campaign_type=2&n_mall_id=hanuol&n_mall_pid=4953231599&n_ad_group_type=2
BOTN KF94 보튼미세먼지마스크 블랙or흰색 대형 국내산 4중필터 끈조절마스크,4,4.8,870,먼지차단마스크,KF94/N95,미세먼지필터@김서림방지@저자극@일회용@접이식,https://shop-phinf.pstatic.net/20201113_268/1605250154391P7xgg_JPEG/6385989116506391_1290085479.jpg?type=m510,https://smartstore.naver.com/jin03260326/products/5216635422
위케어 KF80마스크 대형 100매 귀안아픈 명품 운동용 헬스장 귀편한 숨쉬기편한 마스크,296,4.9,30000,먼지차단마스크,KF80,미세먼지필터@저자극@일회용@접이식,https://shop-phinf.pstatic.net/20210609_297/1623196991746mmOEQ_JPEG/24332825551804868_884768578.jpg?type=m510,https://smartstore.naver.com/wiicare/products/5594636318
새부리형 참존마스크 KF94 10매 비말 대형 중형 소형 컬러 장나라 비 귀안아픈 블랙,179,4.8,6200,먼지차단마스크,KF94/N95,미세먼지필터@저자극@김서림방지@자외선차단@방수@방한@일회용@접이식,https://shop-phinf.pstatic.net/20211112_168/1636686600981aSQor_JPEG/37822380701760460_1896571641.jpg?type=m510,https://smartstore.naver.com/jeongpro/products/5933576264
[1장무료체험]애트머스케어 미세먼지 국산 얇은KF94마스크50매 3D입체형 KFAD비말차단마스크 대형,6506,4.7,11800,먼지차단마스크,KF-AD,일회용@저자극@자외선차단@미세먼지필터@접이식,https://shop-phinf.pstatic.net/20211124_113/16377441705895SLOX_JPEG/38879998409519774_894856258.jpg?type=m510,https://smartstore.naver.com/serendiv/products/5057675406
에어데이즈 KF94 50매 조정석 마스크 뉴 대형 플러스 새부리형 중형 소형 귀가편한,560,4.8,29000,먼지차단마스크,KF94/N95,미세먼지필터@김서림방지@저자극@방한@자외선차단@방수@일회용@접이식,https://shop-phinf.pstatic.net/20211109_72/1636459790027m46Bd_JPEG/37595623842633308_1954597044.jpg?type=m510,https://smartstore.naver.com/s-com/products/5555360128
국산 어린숨엣지 포켓몬 소형 키즈 대형 중형 새부리형 컬러 마스크 30매 피카츄 메타몽,1267,4.8,25000,먼지차단마스크,KF94/N95,미세먼지필터@김서림방지@자외선차단@저자극@일회용@접이식,https://shop-phinf.pstatic.net/20210423_236/1619104139640FVtiS_JPEG/20239973454320140_780902954.jpg?type=m510,https://smartstore.naver.com/nariin/products/5542240286
맘편히 마스크 KF94,480,4.7,13500,먼지차단마스크,KF94/N95,미세먼지필터@김서림방지@일회용@접이식,https://shopping-phinf.pstatic.net/main_2902914/29029143586.20210929123656.jpg?type=f640,https://search.shopping.naver.com/catalog/29029143586?query=%EB%A7%88%EC%8A%A4%ED%81%AC&NaPm=ct%3Dkwhhvrew%7Cci%3D22d11b886dedbfe6f3f515a62287142793bf5fad%7Ctr%3Dslsl%7Csn%3D95694%7Chk%3Da0764c83dc317e6c8cd4c3109a1aec586fd7f938
[30개입] NEW 아에르 KF94 어드밴스드 V 라이트핏 제주 마스크 UV차단 자외선 국산 일회용,186,4.8,29700,먼지차단마스크,KF94/N95,일회용@자외선차단@접이식,https://shop-phinf.pstatic.net/20211015_110/1634274610044SYhb1_JPEG/35410389752499660_896765023.jpg?type=m510,https://smartstore.naver.com/aer-shop/products/5923338850
세미아이엔디 사다나 프랜드리 보건용 마스크 KF94,22,4.6,10480,먼지차단마스크,KF94/N95,미세먼지필터@김서림방지@일회용@접이식,https://shopping-phinf.pstatic.net/main_2709627/27096273522.20210510180809.jpg?type=f640,https://search.shopping.naver.com/catalog/27096273522?query=%EB%A7%88%EC%8A%A4%ED%81%AC&NaPm=ct%3Dkwhi0euo%7Cci%3D5e7981c76823cbd9aed255ec61095dad6cd21fd9%7Ctr%3Dslsl%7Csn%3D95694%7Chk%3Db128b49c5ace58c4dc62b99f6af8fdf9d2cfd572
"미마 마스크 KF80 초소형, 소형 30매 영유아, 어린이용 마스크 (화이트, 블랙)",975,4.8,22990,유아마스크,KF80,미세먼지필터@일회용@접이식@키즈,https://shop-phinf.pstatic.net/20201023_26/1603387847621x1Uj9_JPEG/4523681415342059_1218333659.jpg?type=m510,https://smartstore.naver.com/mongepharm/products/5177421433
애니가드 새부리형 황사 방역용 마스크 KF94 대형 40매/ 귀 편한 숨쉬기 편한 마스크,1495,4.8,21900,먼지차단마스크,KF94/N95,방한@저자극@김서림방지@자외선차단@미세먼지필터@일회용@접이식,https://shop-phinf.pstatic.net/20211017_230/1634470448339HsFOs_JPEG/35606294057861681_1267118567.jpg?type=m510,https://smartstore.naver.com/oneandoneliving/products/5209157035
인텍 후아 미세먼지 방역 마스크 KF94,382,4.5,15000,먼지차단마스크,KF94/N95,미세먼지필터@김서림방지@일회용@접이식,https://shopping-phinf.pstatic.net/main_2451396/24513962523.20201019153643.jpg?type=f640,https://search.shopping.naver.com/catalog/24513962523?query=%EB%A7%88%EC%8A%A4%ED%81%AC&NaPm=ct%3Dkwhi676o%7Cci%3D209e4b66a9cbda11aa4d56fb5d5529215c676d4a%7Ctr%3Dslsl%7Csn%3D95694%7Chk%3D2e03b01bf67b6b5fa14eb44bcda935855ce7d166
아에르 마스크 어드밴스드 KF94 새부리형 국산 대형 중형 컬러 귀편한 귀안아픈 라이트핏,7612,4.8,990,먼지차단마스크,KF94/N95,일회용@자외선차단@미세먼지필터@김서림방지@저자극@방한@접이식,https://shop-phinf.pstatic.net/20211026_246/1635217661547hWmvm_PNG/36353503984218972_589040217.png?type=m510,https://smartstore.naver.com/medihubkr/products/5381049628
