편안함,빠른배송,재구매,가성비,부드러움
2617.196602754151,542.0730827710863,1134.965517051962,601.3623261991739,271.03654138554316
1236.604220071541,406.55481207831474,389.6150282417184,143.9881626110698,8.469891918298224
152.45805452936804,84.69891918298224,152.45805452936804,33.879567673192895,0.0
770.7601645651384,228.687081794052,321.85589289533254,135.51827069277158,50.81935150978934
1050.2665978689797,575.9526504442792,355.7354605685254,491.253731261297,84.69891918298225
2109.0030876562573,372.6752444051219,474.31394742470053,406.55481207831474,59.289243428087566
67.75913534638579,42.34945959149112,33.879567673192895,8.469891918298224,0.0
1668.5687079047502,516.6634070161916,499.72362317959517,457.3741635881041,338.795676731929
1863.376222025609,398.0849201600166,677.591353463858,304.9161090587361,101.63870301957868
3591.234173358447,508.1935150978935,2100.5331957379594,389.6150282417183,271.03654138554316
813.1096241566295,220.21718987575383,220.21718987575383,67.75913534638579,127.04837877447336
1236.6042200715408,457.3741635881041,448.9042716698059,330.3257848136307,33.879567673192895
1397.532166519207,372.6752444051219,338.795676731929,262.56664946724493,33.879567673192895
1304.3633554179264,609.8322181174722,457.3741635881041,1202.7246523983474,110.10859493787692
0.0,0.0,8.469891918298224,0.0,0.0
1202.7246523983476,584.4225423625775,550.5429746893846,321.85589289533254,42.34945959149112
1956.5450331268898,321.8558928953326,1278.9536796630316,592.8924342808757,135.51827069277158
0.0,0.0,8.469891918298224,8.469891918298224,0.0
2278.4009260222224,271.03654138554316,474.31394742470053,177.8677302842627,143.9881626110698
1473.761193783891,398.08492016001657,753.820380728542,203.27740603915737,16.939783836596447
25.40967575489467,16.939783836596447,33.879567673192895,16.939783836596447,0.0
1245.0741119898387,160.92794644766627,499.7236231795952,160.92794644766624,33.879567673192895
804.6397322383315,313.3860009770343,440.43437975150766,194.80751412085917,42.34945959149112
1414.4719503558035,389.6150282417184,575.9526504442792,245.6268656306485,84.69891918298224
3116.9202259337458,313.38600097703426,804.6397322383314,321.85589289533254,965.5676786859975
1981.9547088817842,389.6150282417183,643.711785790665,550.5429746893846,160.92794644766624
1863.3762220256094,287.9763252221396,567.482758525981,330.3257848136307,76.22902726468402
1456.8214099472946,313.38600097703426,1007.9171382774886,711.4709211370508,59.289243428087566
160.92794644766627,25.40967575489467,16.939783836596447,25.40967575489467,8.469891918298224
1287.4235715813302,186.3376222025609,313.3860009770343,93.16881110128045,25.40967575489467
1075.6762736238745,330.3257848136308,457.37416358810407,542.0730827710863,118.57848685617515
3472.6556865022717,296.44621714043785,1041.7967059506814,982.5074625225941,245.6268656306485
1617.7493563949608,398.0849201600166,491.253731261297,347.2655686502271,25.40967575489467
